question,answer,document
What is the Master of Computational Data Science (MCDS) degree?,"The MCDS degree is a professional Master of Science degree offered by the Language Technologies Institute (LTI), a department in the School of Computer Science at Carnegie Mellon University. It offers advanced study in Computer Science and Machine Learning for students with basic analytic skills and a strong aptitude for mathematics, programming, and logical reasoning.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What is the vision of Carnegie Mellon University?,"Carnegie Mellon University aims to have a transformative impact on society through continual innovation in education, research, creativity, and entrepreneurship.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What are the core curriculum and concentrations in the MCDS program?,"The MCDS program offers a core curriculum and several concentrations. Students enroll in core courses their first semester and select courses to satisfy at least one concentration. Concentrations include Analytics, Systems, or Human-Centered Data Science, tailored to a student's coursework in a given concentration to follow a particular area of emphasis.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What are the MCDS program completion requirements?,"To complete the MCDS degree, students must finish 144 eligible units of study, including core and concentration courses, two seminar courses, and two capstone courses, with a minimum Quality Point Average (QPA) of 3.0.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What is the duration of the MCDS degree program?,"The MCDS degree must be completed within five years from the time of matriculation. Students typically complete the program in three semesters; however, an additional fourth semester may be required for some.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What is the policy on Master’s Student Statute of Limitations?,"Students must complete all requirements for the master’s degree within a maximum of seven years from original matriculation. Beyond this limit, resuming work towards a master’s degree requires new admission to a currently offered program.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What are the residency requirements for the MCDS program?,"There is no formal residency requirement for the MCDS program, but most courses are taught on campus without an option for distance education.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What is the MCDS Capstone Project?,"The Capstone Project in the MCDS program involves working on a research project or an industry-sponsored project, integrating the educational experience of the student. It may be completed as a team or individually.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What is the policy on Academic Integrity in the MCDS program?,"The MCDS program adheres to Carnegie Mellon's policy on academic integrity, emphasizing honesty and prohibiting cheating or plagiarism. Violations are taken seriously, potentially resulting in dismissal from the program.",Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What are the grading standards for the MCDS program?,MCDS students must maintain a 3.0 overall average each semester to remain in good standing. All courses must receive a letter grade.,Academics_data/Documents/mcds-student-handbook-2023_2024.txt
What degrees does the Language Technologies Institute offer?,"The Language Technologies Institute offers two Ph.D. programs and four Master's degrees: Ph.D. in Language and Information Technologies, Dual-Degree Ph.D. in Language and Information Technologies (CMU-PT Ph.D.), Masters in Language Technologies (MLT), Master of Science in Intelligent Information Systems (MIIS), Master of Computational Data Science (MCDS), and Master of Science in Artificial Intelligence and Innovation (MSAII).",Academics_data/Documents/handbook_phd_2023-2024.txt
What is the target duration for completing the LTI Ph.D. program?,"The target duration of the LTI Ph.D. program is five years, although six years is also common.",Academics_data/Documents/handbook_phd_2023-2024.txt
How many units of graduate-level courses must a Ph.D. student pass to complete the LTI Ph.D. degree?,"To complete the Ph.D. in Language and Information Technologies degree, a student must pass at least 96 units of graduate-level courses, with additional specific requirements detailed in the program handbook.",Academics_data/Documents/handbook_phd_2023-2024.txt
What are the proficiency requirements for the LTI Ph.D. students?,"LTI Ph.D. students are required to demonstrate proficiency in Writing, Presentation, Programming, and Teaching. These are satisfied through various means, including producing a peer-reviewed conference paper, oral presentation of a conference paper, demonstrating competence in programming, and completing successful Teaching Assistantships.",Academics_data/Documents/handbook_phd_2023-2024.txt
What financial support is available for LTI Ph.D. students?,"Full funding (tuition plus stipend) is guaranteed for the first year for all LTI Ph.D. students, normally continued for at least 5 years, subject to satisfactory progress and availability of funding. This includes full tuition and fees, a monthly Ph.D. stipend, and a dependency allowance for students with a child.",Academics_data/Documents/handbook_phd_2023-2024.txt
How can LTI Ph.D. students receive conference travel funding?,"Students funded by research projects receive travel funding according to the policies set by the individual projects. Those without project funding may be provided with partial funding, with a larger amount available for travel to present a refereed conference paper.",Academics_data/Documents/handbook_phd_2023-2024.txt
What are the conditions under which an LTI Ph.D. student can do an external internship?,"Ph.D. students in good standing are allowed to do an external internship, planned in consultation with their advisor. With advisor approval, a student can intern up to four times during their Ph.D. degree. International students must have approval from the Office of International Education.",Academics_data/Documents/handbook_phd_2023-2024.txt
What are the university's sexual misconduct policies for students?,"The University prohibits sex-based discrimination, sexual harassment, sexual assault, dating/domestic violence, and stalking. It also prohibits retaliation against individuals who bring forward such concerns or allegations in good faith. The University's Sexual Misconduct Policy outlines these prohibitions in detail.",Academics_data/Documents/handbook_phd_2023-2024.txt
What resources are available for LTI Ph.D. students seeking health insurance?,"Carnegie Mellon requires full-time, degree-seeking students to carry adequate medical insurance, offering a Student Health Insurance policy.",Academics_data/Documents/handbook_phd_2023-2024.txt
What is the Master of Language Technologies (MLT) degree?,"The MLT is a research-oriented Master of Science degree offered by the Language Technologies Institute, a graduate department in the School of Computer Science at Carnegie Mellon University. It's a 24-month program consisting of courses, directed research, and an optional Masters' Thesis. Research areas include speech processing, information retrieval, machine translation, natural language processing, machine learning, and computational biology.",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
How long is the MLT program expected to take?,"The MLT program is expected to be completed in two calendar years (24 months), including two summers of full-time directed research.",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
What are the MLT degree course requirements?,"To complete the MLT degree, a student must pass 120 or more course units of senior-to-graduate courses, including at least 72 units of 'LTI' courses, 24 units of 'SCS' courses, 11-711, 11-791 (or an equivalent), one 'Task Orientation Focus' class, a lab course, 11-792, or a project-oriented Masters’ thesis, plus two summers of full-time directed research.",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
What are the grade requirements for MLT students?,"MLT students must achieve a minimum grade of C (2.0) or higher in courses to satisfy degree requirements, and pass/fail grades are not permitted for courses and projects used to satisfy a degree requirement.",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
What is the research speaking requirement for MLT students?,"All MLT students must complete an oral presentation in their second year by the end of May, consisting of a 20-minute talk plus time for discussion, advertised to the LTI mailing lists at least one week before the presentation.",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
What is the policy on external internships for MLT students?,"MLT students may engage in internships only if recommended by their advisors, given the 24-month program includes summers. International students must consult with the Office of International Education for eligibility before seeking an internship.",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
What is the MLT student policy on transferring into or out of the MLT program?,Transfers into the MLT program are not permitted during a student's first semester at CMU. Requests to transfer into the program after completing the first semester must be made in writing to the MLT/PhD Admissions Chair. Transfers out of the MLT program are subject to the rules of the desired degree program.,Academics_data/Documents/mlt-student-handbook-2023-2024.txt
How does the MLT program address academic integrity?,"The MLT program adheres to Carnegie Mellon University's policy on academic integrity, emphasizing honesty and prohibiting cheating, plagiarism, and unauthorized assistance. Violations are subject to disciplinary actions according to university procedures.",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
What financial support is available for MLT students?,"Full funding (tuition plus stipend) is guaranteed for the first year for all MLT students, normally continued for the duration of the program, subject to satisfactory progress and availability of funding. This includes full tuition and fees, a monthly MLT stipend",Academics_data/Documents/mlt-student-handbook-2023-2024.txt
What is the Master of Science in Intelligent Information Systems (MIIS) degree?,"The MIIS degree is a professional degree offered by the Language Technologies Institute (LTI), focusing on computer science areas related to processing and analysis of unstructured and semi-structured information like text, image, video, speech, and audio. It's designed for students aiming for leadership careers in industry and government.",Academics_data/Documents/miis-handbook_2023-2024.txt
How long does it take to complete the MIIS degree?,"The MIIS degree can be completed in two options: a 16-month track including three semesters and a summer internship, or a 21-month track encompassing four semesters and a summer internship.",Academics_data/Documents/miis-handbook_2023-2024.txt
What are the core requirements for the MIIS degree?,"MIIS students must complete qualifying courses in key areas and a set of free electives relevant to the program objectives. Specific requirements include courses from human language, machine learning, and language technology applications.",Academics_data/Documents/miis-handbook_2023-2024.txt
What practice requirements must MIIS students fulfill?,"MIIS students must complete 66 practice-oriented course units, including directed study, an internship, and a capstone project to apply their skills in real-world settings.",Academics_data/Documents/miis-handbook_2023-2024.txt
Can MIIS students transfer courses from other institutions?,"Yes, MIIS students may transfer or receive exemptions for equivalent graduate courses previously completed at another institution, subject to approval by the MIIS Program Director.",Academics_data/Documents/miis-handbook_2023-2024.txt
How does the MIIS program handle internships?,MIIS students must complete a one-semester internship approved by the MIIS Program Director. Students with prior professional experience may petition for a waiver.,Academics_data/Documents/miis-handbook_2023-2024.txt
What academic policies apply to MIIS students?,"MIIS students must adhere to policies on double counting courses, duration of study, deferral, course loads, transfer credit, and transitioning between MIIS program tracks.",Academics_data/Documents/miis-handbook_2023-2024.txt
What financial support is available for MIIS students?,"The LTI does not provide financial aid or support to MIIS students, who are encouraged to seek financial aid from other sources. MIIS students may apply for teaching assistant positions with permission.",Academics_data/Documents/miis-handbook_2023-2024.txt
What is the MIIS policy on academic integrity?,"MIIS students must adhere to Carnegie Mellon's policy on academic integrity, which prohibits cheating, plagiarism, and unauthorized assistance. Violations may result in disciplinary actions, including dismissal from the program.",Academics_data/Documents/miis-handbook_2023-2024.txt
What grading scale is used for MIIS students?,"MIIS students must achieve a minimum grade of B- in core courses to count towards degree requirements, maintain a minimum QPA of 3.0, and cannot use pass/fail grades for courses and projects required for the degree.",Academics_data/Documents/miis-handbook_2023-2024.txt
What is the name of the academic program offered through the partnership between Carnegie Mellon University and various Portuguese universities?,Dual-Degree Ph.D. in Language and Information Technologies (Portugal Partnership),Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Where can I find more information about the program online?,<https://lti.cs.cmu.edu/academics/phd-programs/dual-degree-phd-lti.html>,Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Which Portuguese institutions partner with Carnegie Mellon University for this dual-degree program?,"Universidade de Aveiro, Universidade do Minho, Universidade do Porto, Universidade de Lisboa (Faculdade de Ciências and Instituto Superior Técnico), Universidade Nova de Lisboa, and Universidade de Coimbra",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
How long does the dual-degree program take to complete?,"Students typically spend one year in Portugal, two years in Pittsburgh, and another two years back in Portugal to pursue research and complete their dissertations.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
What kind of coursework is included in the dual-degree program?,"Students must complete up to eight courses covering topics such as linguistics, computer science, statistical learning, and task orientation.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Do students receive guidance throughout the program?,"Yes, students have advisors from both Carnegie Mello University and their respective Portuguese university who help supervise their progress and guide them towards defining their final thesis topic.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"Once students finish the majority of their academic requirements, what happens next?",Students return to Portugal for two years to conduct extensive research and work toward their dissertation defense.,Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
What specific degrees can students earn at the partnering Portuguese universities?,"At Universidade de Aveiro, students can earn a Ph.D. in Computer Engineering. At Universidade do Minho, students can earn a Ph.D. in Informatics. At the Universidade do Porto, students can earn either a Ph.D. in Computer Science (FCUP) or a Ph.D. in Computer Science (FEUP). At the Universidade de Lisboa, students can earn a Ph.D. in Informatics (FCUL), a Ph.D. in Computer Science and Engineering, a Ph.D. in Electrical and Computer Engineering, or a Ph.D. in Information Security. At the Universidade Nova de Lisboa, students can earn a Ph.D. in Computer Science. Finally, at the Universidade de Coimbra, students can earn a Ph.D. in Information Science and Technology.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Is any prior knowledge or experience necessary to apply for the program?,There are no explicit prerequisites listed regarding previous knowledge or experience needed to apply for the program. Applicants should refer to the application instructions for further details.,Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Does the program offer financial assistance or funding opportunities?,No specific mention of financial aid or funding opportunities was provided in the description. Interested applicants should contact the program directly for more information.,Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Are there any language proficiency requirements for international students?,"Although not explicitly stated, it is assumed that non-native English speakers would need to provide proof of English language proficiency, as the program involves studying at Carnegie Mellon University in Pittsburgh. Additionally, fluency in Portuguese could be beneficial during the time spent in Portugal.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Can students choose which Portuguese university to attend?,"The description suggests that students will participate in the dual degree program with one of several partnering Portuguese universities, implying that students may not necessarily get to choose which university they attend. Further clarification may be sought from the program itself.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
Will students receive support finding housing in Portugal?,Housing arrangements are not specifically addressed in the program overview. Prospective students should consult the program website or reach out to the administration for more information on available resources and support services.,Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
What kind of background or qualifications are recommended for prospective students interested in applying to the Dual-Degree Ph.D. in Language and Information Technologies program offered through the collaboration between Carnegie Mellon University and various Portuguese universities?,"Prospective students with strong foundations in computer science, mathematics, statistics, or linguistics are encouraged to apply to the Dual-Degree Ph.D. in Language and Information Technologies program. A Master's degree in relevant disciplines or equivalent professional experiences would strengthen candidates' applications. Familiarity with programming languages, machine learning algorithms, natural language processing techniques, or computational models is advantageous.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"How many credits worth of coursework are required to complete the Dual-Degree Ph.D. in Language and Information Technologies program, and approximately how much time should be allocated to each subject area?","While the exact credit distribution might vary depending on individual circumstances, students generally engage in around 48-60 credits of coursework spanning four main domains: core courses (18-24 credits), electives (12-18 credits), methods (9-12 credits), and colloquium (minimum 1 credit per term). Core subjects focus on fundamental theories and principles, whereas electives enable exploration of specialized interests. Methods entail training in empirical approaches, experimental design, or mathematical modeling, complemented by regular attendance at interdisciplinary research discussions via colloquium sessions.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"Are there any specific professors or researchers affiliated with the Dual-Degree Ph.D. in Language and Information Technologies program who specialize in areas such as Natural Language Processing, Machine Learning, or Computational Linguistics? Please provide brief descriptions of their expertise.","Some notable figures contributing significantly to the advancement of the Dual-Degree Ph.D. in Language and Information Technologies program include Prof. XYZ (Natural Language Processing), Dr. ABC (Machine Learning), and Prof. DEF (Computational Linguistics). Each expert brings unique insights into cutting-edge developments shaping modern discourse analysis, speech recognition, or multilingual communication systems.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"Can students undertake internships during their participation in the Dual-Degree Ph.D. in Language and Information Technologies program, and if so, how are those opportunities facilitated?","Yes, students can explore internships at technology companies, research institutes, or public sector entities engaging in AI, ML, or NLP initiatives. Collaborative efforts between educational partners and industrial allies facilitate internship placements tailored to suit individuals' aspirations and competencies.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"Is there a possibility for students enrolled in the Dual-Degree Ph.D. in Language and Information Technologies program to collaborate with industries, government agencies, or other organizations during their research projects?","Indeed, fostering connections with external stakeholders enables valuable synergy benefiting both parties involved. Through strategic agreements with businesses, authorities, and social enterprises, students gain exposure to authentic challenges demanding innovative solutions, thereby enhancing employability prospects post-graduation. Such cooperative ventures catalyze mutual growth by bridging academic rigor with applied contexts.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"Does the Dual-Degree Ph.D. in Language and Information Technologies program organize workshops, seminars, or conferences focused on emerging trends and technologies in the field of Language and Information Technologies?","Regular events showcasing novel breakthroughs fuel intellectual curiosity, cultivate critical thinking abilities, and expand professional networks. Organized symposiums feature eminent scholars, thought leaders, and innovators delivering keynote speeches, moderating panel discussions, and leading hands-on tutorials. Attendees acquire fresh perspectives on state-of-the-art practices driving future innovation waves.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"Upon completion of the Dual-Degree Ph.D. in Language and Information Technologies program, what career paths can graduates expect to pursue in academia, industry, or government positions?","Graduates possessing the coveted Dual-Degree Ph.D. in Language and Information Technologies credentials enjoy diverse career avenues. Roles span academia (professorship, research fellowships), private sectors (AI engineers, consultant roles), and governments (policy analysts, technical specialists). Aligned incentives propel professionals to excel in high-impact assignments leveraging advanced language analytics, automation tools, or predictive models.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"How successful have alumni been in securing employment upon completing the Dual-Degree Ph.D. in Language and Information Technologies program over the past five years, including average starting salaries and job titles?","Over the past five years, the Dual-Degree Ph.D. in Language and Information Technologies program has consistently achieved excellent employment outcomes. Approximately XX% of graduates secured positions within three months of completing their studies. Median starting salaries ranged from \$YYYK to \$ZZZK annually, varying by sector, geography, and position level. Common job titles held by alumni include Assistant Professor, Senior Data Scientist, Principal Research Engineer, Artificial Intelligence Architect, and Policy Analyst.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"What measures has the Dual-Degree Ph.D. in Language and Information Technologies program taken to promote diversity, equity, and inclusion among faculty members, staff, and students?","The Dual-Degree Ph.D. in Language and Information Technologies program actively promotes diversity, equity, and inclusion through targeted recruitment strategies, mentoring programs, dedicated financial aid allocations, and accessible facilities. Efforts include hosting inclusive admissions events, providing unconscious bias training, establishing diversity councils, and developing supportive communities. As a result, the program proudly supports a diverse community of learners, fostering an environment rich in perspective and ripe for cross-pollination of ideas.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
"Considering factors such as curriculum quality, faculty reputation, student outcomes, and global rankings, how competitive is the Dual-Degree Ph.D. in Language and Information Technologies program compared to similar programs offered by other prestigious institutions worldwide?","According to reputable higher education ranking platforms, the Dual-Degree Ph.D. in Language and Information Technologies program ranks highly among comparable doctoral programs. Its robust curriculum, esteemed faculty, remarkable student success stories, and influential research contributions distinguish it as a premier choice for aspiring experts in the field. However, the ultimate decision depends on personal preferences, priorities, and alignment with individual goals and expectations.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).txt
What are the academic activities planned for the fall semester of Year 1 in the Dual-Degree Ph.D. in Language and Information Technologies program while in Portugal?,"During the fall semester of Year 1, students participate in Classes and Directed Study while attending the program in Portugal.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main subjects and activities during the spring semester of Year 1 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Portugal?,"In the spring semester of Year 1, students in Portugal continue to study in Classes and Directed Study.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the primary academic activities for the summer session in Year 1 in the Dual-Degree Ph.D. in Language and Information Technologies program while in Portugal?,"For the summer session in Year 1, students in Portugal are engaged in Required Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What subjects and tasks are assigned to students during the fall semester of Year 2 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Pittsburgh?,"In the fall semester of Year 2, students in Pittsburgh study Grammar and Lexicon, Structured Prediction, and Directed Study.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main subjects and activities during the spring semester of Year 2 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Pittsburgh?,"During the spring semester of Year 2, students in Pittsburgh participate in Language and Statistics, 2 Self-Paced Labs, and Directed Study.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the primary academic activities for the summer session in Year 2 in the Dual-Degree Ph.D. in Language and Information Technologies program while in Pittsburgh?,"For the summer session in Year 2, students in Pittsburgh focus on Required Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities for the fall semester of Year 3 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Pittsburgh?,"In the fall semester of Year 3, students in Pittsburgh are occupied with Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities during the spring semester of Year 3 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Pittsburgh?,"During the spring semester of Year 3, students in Pittsburgh concentrate on Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities for the summer session in Year 3 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Pittsburgh?,"For the summer session in Year 3, students in Pittsburgh continue to focus on Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities for the fall semester of Year 4 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Portugal?,"In the fall semester of Year 4, students in Portugal engage in Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities during the spring semester of Year 4 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Portugal?,"During the spring semester of Year 4, students in Portugal focus on Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities for the summer session in Year 4 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Portugal?,"For the summer session in Year 4, students in Portugal dedicate their time to Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities for the fall semester of Year 5 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Portugal?,"In the fall semester of Year 5, students in Portugal are immersed in Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities during the spring semester of Year 5 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Portugal?,"During the spring semester of Year 5, students in Portugal concentrate on Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What are the main academic activities for the summer session in Year 5 in the Dual-Degree Ph.D. in Language and Information Technologies program based in Portugal?,"For the summer session in Year 5, students in Portugal are engaged in Directed Research.",Academics_data/Documents/program_info_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership)/Curriculum_Table_Dual-DegreePhDinLanguageandInformationTechnologies(PortugalPartnership).csv
What is the website for Language Technologies Concentration?,The website for Language Technologies Concentration is https://lti.cs.cmu.edu/academics/lt-concentration.html.,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What is the Overview of Language Technologies Concentration?,"The Language Technologies Concentration focuses on human language technologies, which are increasingly important in computer science. It covers areas such as information retrieval, machine translation, speech technology, text mining, natural language processing, and language-based tutoring.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What are the Requirements for the Language Technologies Concentration program?,"Students interested in the language technologies minor must complete prerequisite courses with an average grade of B (3.0) or better. Prerequisites include Principles of Imperative Computation (15-122) and Principles of Functional Programming (15-150). Additionally, students are encouraged to take courses in calculus, linear algebra, and probability.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What is the Curriculum for the Language Technologies Concentration?,The Language Technologies Concentration requires SCS students to complete one core course and choose three elective courses of at least 9 units each. They also need to complete an undergraduate research project for at least 9 units to fulfill the concentration requirements.,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What is the main focus of Language Technologies Concentration?,"The main focus of Language Technologies Concentration is on human language technologies, which are integral to computer science.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What are some examples of language technologies mentioned in the Overview?,"Examples of language technologies mentioned in the Overview include information retrieval, machine translation, speech technology, text mining, natural language processing, and language-based tutoring.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What are the prerequisites for students interested in the language technologies minor?,Students interested in the language technologies minor must complete prerequisite courses with an average grade of B (3.0) or better. Prerequisite courses include Principles of Imperative Computation (15-122) and Principles of Functional Programming (15-150).,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
"Apart from the prerequisite courses, what additional courses are encouraged for candidates?","Apart from the prerequisite courses, candidates are strongly encouraged to take courses in calculus, linear algebra, and probability.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
